Trade,New item (needs a price),Taxonomy path
Window Coverings & Accessories,Window Coverings & Accessories > Shades - Specialty > Roman Shades > Repair,Labor > Window Coverings & Accessories > Shades - Specialty > Roman Shades > Repair
Window Coverings & Accessories,Window Coverings & Accessories > Shades - Specialty > Roman Shades > Replace,Labor > Window Coverings & Accessories > Shades - Specialty > Roman Shades > Replace
Window Coverings & Accessories,Window Coverings & Accessories > Vertical Blinds > Clean & Lubricate Track (Dry Lubricant),Labor > Window Coverings & Accessories > Vertical Blinds > Clean & Lubricate Track (Dry Lubricant)
Window Coverings & Accessories,Window Coverings & Accessories > Vertical Blinds > Install New - Ground Up,Labor > Window Coverings & Accessories > Vertical Blinds > Install New - Ground Up
Window Coverings & Accessories,Window Coverings & Accessories > Vertical Blinds > Replace,Labor > Window Coverings & Accessories > Vertical Blinds > Replace
Window Coverings & Accessories,Window Coverings & Accessories > Vertical Blinds > Replace Headrail,Labor > Window Coverings & Accessories > Vertical Blinds > Replace Headrail
Window Coverings & Accessories,Window Coverings & Accessories > Vertical Blinds > Replace Louvres,Labor > Window Coverings & Accessories > Vertical Blinds > Replace Louvres
Window Coverings & Accessories,Window Coverings & Accessories > Vertical Blinds > Replace Rod,Labor > Window Coverings & Accessories > Vertical Blinds > Replace Rod
Windows,Windows > Build New Window Screen,Labor > Windows > Build New Window Screen
Windows,Windows > Install New - Ground Up,Labor > Windows > Install New - Ground Up
Windows,Windows > Repair / Rescreen Window Screen,Labor > Windows > Repair / Rescreen Window Screen
Windows,Windows > Replace Balance / Rope / Weight,Labor > Windows > Replace Balance / Rope / Weight
Windows,Windows > Replace Balance Springs,Labor > Windows > Replace Balance Springs
Windows,Windows > Replace Full Frame,Labor > Windows > Replace Full Frame
Windows,Windows > Replace Glass (Reglaze) - Dual Pane,Labor > Windows > Replace Glass (Reglaze) - Dual Pane
Windows,Windows > Replace Glass (Reglaze) - Single Pane,Labor > Windows > Replace Glass (Reglaze) - Single Pane
Windows,"Windows > Replace Glass (Reglaze), Triple Pane","Labor > Windows > Replace Glass (Reglaze), Triple Pane"
Windows,Windows > Replace Locking Mechanism,Labor > Windows > Replace Locking Mechanism
Windows,Windows > Replace Weather Stripping / Caulking,Labor > Windows > Replace Weather Stripping / Caulking
Windows,Windows > Retrofit - New Sash,Labor > Windows > Retrofit - New Sash
Windows,Windows > Seal Window Exterior For Leaks,Labor > Windows > Seal Window Exterior For Leaks
